country,region,year,gdp_growth,inflation_rate,unemployment_rate,fdi_pct_gdp,trade_openness,literacy_rate,population_growth,internet_penetration,government_debt_pct,natural_resources_rents,growth_category
Zambia,Southern Africa,2012,-0.77,1.7,7.31,3.73,66.86,99.0,0.75,5.66,79.93,12.2,low
Cabo Verde,West Africa,2022,3.78,22.14,6.05,1.65,71.73,59.94,3.85,41.16,49.24,2.35,low
Gabon,Central Africa,2005,8.36,3.03,5.12,6.59,63.18,49.53,2.52,24.23,57.03,9.21,high
Ghana,West Africa,2010,-1.23,0.42,9.37,2.04,70.49,48.83,1.4,16.58,68.28,4.08,low
Liberia,West Africa,2003,0.66,0.48,13.5,7.05,69.17,85.52,0.04,13.19,48.29,5.13,low
Gambia,West Africa,2013,1.4,1.46,1.0,7.01,41.44,82.95,3.53,21.34,62.65,6.6,medium
Niger,West Africa,2004,4.31,7.76,11.72,3.64,67.46,56.26,3.06,26.06,60.02,3.84,medium
Gambia,West Africa,2011,3.4,8.72,21.1,0.0,75.83,31.24,2.71,1.97,32.38,1.34,low
Djibouti,East Africa,2008,8.7,8.17,18.73,9.22,83.1,44.69,3.36,16.89,45.71,5.47,medium
Guinea-Bissau,West Africa,2004,7.36,3.51,8.49,4.47,68.32,95.98,3.36,27.53,62.09,20.43,high
Gabon,Central Africa,2002,5.99,5.72,3.62,2.69,40.69,77.4,2.69,26.59,80.64,5.0,medium
Libya,North Africa,2012,4.94,8.54,14.76,5.89,43.77,66.18,2.25,27.78,80.63,0.43,medium
Madagascar,Southern Africa,2022,5.68,5.33,1.0,5.26,51.3,98.64,2.08,36.69,96.91,1.61,high
Lesotho,Southern Africa,2004,1.91,4.19,18.66,6.78,63.79,99.0,2.92,21.99,64.71,9.59,low
Mali,West Africa,2009,7.07,1.92,10.72,1.84,57.56,64.35,3.9,4.76,46.73,7.98,medium
Burundi,East Africa,2005,1.16,3.37,22.99,4.3,37.53,64.68,2.4,33.42,53.72,1.17,low
Angola,Southern Africa,2019,7.01,10.2,1.64,0.54,37.41,54.52,3.98,10.11,52.72,6.66,medium
Angola,Southern Africa,2009,8.06,5.5,17.51,5.17,18.03,59.88,2.87,28.45,46.84,1.71,medium
Algeria,North Africa,2023,5.13,1.54,11.4,3.44,10.0,38.25,2.88,10.08,62.66,9.8,medium
Seychelles,East Africa,2005,3.97,1.86,10.01,4.2,57.36,38.17,4.91,24.19,63.59,2.3,medium
Algeria,North Africa,2001,5.7,10.93,3.78,3.13,106.4,33.99,4.15,19.5,31.52,4.08,medium
Tanzania,East Africa,2013,-4.08,16.55,15.57,2.87,95.94,84.52,4.18,40.26,76.76,4.08,low
Cabo Verde,West Africa,2015,5.41,2.51,16.06,1.33,40.44,36.89,1.7,17.34,18.26,7.01,low
Tunisia,North Africa,2023,4.16,3.51,22.71,5.48,63.0,99.0,4.69,28.58,50.55,9.66,medium
Senegal,West Africa,2020,4.35,0.03,18.05,7.22,30.71,51.85,2.42,53.03,77.99,4.63,high
Gambia,West Africa,2021,6.62,0.8,8.44,2.11,33.76,96.27,2.27,32.79,67.15,1.63,high
Malawi,Southern Africa,2015,4.28,8.41,5.98,4.88,36.05,58.43,0.34,12.34,47.86,5.02,medium
Uganda,East Africa,2008,1.08,28.05,3.79,4.58,55.49,36.81,2.83,9.46,94.38,14.72,low
Gambia,West Africa,2010,4.08,6.47,20.84,3.52,56.35,88.11,1.42,17.73,46.2,22.82,low
Sudan,North Africa,2003,4.7,5.62,7.33,0.0,65.05,90.23,2.91,43.4,14.96,5.27,high
Tunisia,North Africa,2010,4.84,10.49,20.88,0.25,73.26,48.69,1.34,8.93,64.05,0.21,low
Sao Tome and Principe,Central Africa,2008,4.99,2.39,15.15,1.55,53.26,59.03,4.3,14.76,19.43,0.72,low
Cabo Verde,West Africa,2000,7.62,5.54,13.98,0.0,60.72,48.7,3.05,33.09,38.37,1.47,medium
Mali,West Africa,2004,1.24,3.44,10.16,7.02,38.12,62.83,4.78,13.01,67.46,5.72,medium
Lesotho,Southern Africa,2012,5.03,3.37,15.96,4.42,33.11,66.94,1.48,20.23,45.78,2.68,medium
Sierra Leone,West Africa,2008,8.37,1.44,11.91,3.43,30.02,58.68,4.05,11.1,66.61,9.29,medium
Rwanda,East Africa,2023,-0.7,4.1,9.78,0.0,72.98,32.26,0.7,48.54,31.84,10.48,low
Uganda,East Africa,2011,5.04,5.04,16.18,0.0,53.24,54.54,2.71,43.76,72.17,8.31,medium
Mali,West Africa,2023,2.74,13.44,11.14,3.49,22.58,77.66,1.87,26.24,21.18,0.77,low
Congo,Central Africa,2015,3.39,21.31,7.21,8.43,58.74,61.24,2.05,10.57,81.37,4.1,low
Namibia,Southern Africa,2000,1.79,0.65,15.6,1.75,35.02,59.11,1.98,41.84,45.49,7.13,medium
Nigeria,West Africa,2004,3.99,0.84,11.62,5.66,93.21,48.25,1.59,3.17,85.62,1.57,low
Eritrea,East Africa,2016,10.02,12.4,14.93,2.3,48.42,54.02,1.24,8.17,38.19,3.09,medium
Mauritius,East Africa,2013,0.71,5.79,9.28,3.64,73.63,90.36,2.06,20.15,93.5,1.71,low
Sao Tome and Principe,Central Africa,2007,0.99,9.88,4.75,6.54,81.78,44.48,2.62,11.29,35.85,0.5,low
Senegal,West Africa,2012,0.59,0.71,22.41,2.64,40.9,77.97,3.66,36.31,19.12,4.0,medium
Kenya,East Africa,2021,9.68,1.18,21.28,1.77,61.52,65.85,2.8,4.34,55.86,2.26,medium
Madagascar,Southern Africa,2009,3.11,5.73,17.3,7.05,71.07,69.41,3.67,8.76,79.68,2.93,low
Mauritius,East Africa,2001,4.42,3.98,9.67,3.61,62.31,51.82,1.02,25.38,70.82,0.4,medium
Eswatini,Southern Africa,2007,3.29,4.25,10.2,6.23,67.22,58.67,2.07,13.66,78.26,1.95,medium
Libya,North Africa,2022,1.67,15.85,20.29,1.79,33.41,64.9,3.21,4.03,71.21,5.35,low
Uganda,East Africa,2018,3.79,9.58,9.88,7.02,71.08,55.63,2.84,26.2,38.59,10.08,medium
Uganda,East Africa,2020,11.87,3.39,8.2,4.18,50.28,70.97,1.64,10.6,70.33,6.71,high
Rwanda,East Africa,2021,8.68,15.81,23.23,4.59,66.99,73.23,3.43,37.4,56.86,5.51,medium
Togo,West Africa,2002,1.94,4.14,11.71,3.83,78.4,99.0,1.97,32.97,40.81,1.77,medium
Ethiopia,East Africa,2006,6.44,9.62,22.61,2.24,73.38,70.01,1.72,16.37,58.59,0.64,low
Mauritania,West Africa,2001,2.01,9.32,3.61,3.5,66.97,30.58,2.99,19.64,53.87,2.25,low
Tunisia,North Africa,2000,-0.83,3.11,15.11,2.39,72.84,85.93,2.51,19.44,83.32,1.0,low
Nigeria,West Africa,2020,7.56,7.54,24.43,5.9,73.77,61.33,1.98,29.71,44.7,5.67,medium
Tanzania,East Africa,2022,7.98,17.38,12.18,2.99,89.91,99.0,1.94,31.35,43.77,14.32,medium
Zimbabwe,Southern Africa,2003,7.64,15.65,10.42,0.0,59.32,91.48,1.43,25.01,41.03,7.97,low
Gambia,West Africa,2017,3.09,6.4,4.99,0.0,63.28,55.91,2.1,17.81,92.94,3.23,medium
Equatorial Guinea,Central Africa,2012,4.0,1.88,18.49,0.0,78.64,77.99,3.6,38.85,42.15,2.13,medium
Senegal,West Africa,2001,6.75,2.2,7.38,5.04,50.19,54.31,2.74,37.14,80.94,4.26,high
Cameroon,Central Africa,2021,5.67,10.82,11.43,0.62,33.29,65.05,3.46,30.66,34.37,1.48,low
Seychelles,East Africa,2020,3.32,5.25,4.59,4.25,69.86,77.17,3.02,2.96,65.13,14.13,low
Zimbabwe,Southern Africa,2013,-0.36,5.33,21.34,3.84,55.88,85.03,1.89,23.73,60.25,17.09,low
Angola,Southern Africa,2016,4.84,0.39,18.93,3.34,35.85,81.11,0.85,15.19,79.67,5.04,medium
Zimbabwe,Southern Africa,2009,7.74,2.07,11.81,4.6,70.01,66.35,1.57,20.24,76.77,5.51,medium
Nigeria,West Africa,2019,0.91,7.81,5.08,3.9,88.62,99.0,1.83,8.91,56.64,9.93,low
Angola,Southern Africa,2010,6.42,2.02,21.22,0.0,27.41,58.43,1.75,38.14,44.26,4.3,medium
Benin,West Africa,2023,5.49,1.15,9.8,2.69,80.45,36.07,3.48,5.88,87.5,1.03,medium
Comoros,East Africa,2001,6.75,2.78,5.37,4.56,10.0,39.54,3.47,15.76,42.26,8.03,medium
Gambia,West Africa,2004,7.12,8.19,1.43,7.6,51.99,91.53,4.71,9.85,10.0,1.99,high
Lesotho,Southern Africa,2023,2.42,8.38,8.12,7.72,96.81,63.62,1.74,8.49,17.83,3.74,low
Tunisia,North Africa,2006,-0.35,5.57,3.27,0.09,53.43,67.86,4.1,39.21,22.7,5.88,medium
Kenya,East Africa,2007,2.9,4.47,8.26,2.63,61.8,55.23,4.09,28.71,66.91,0.3,medium
Malawi,Southern Africa,2018,7.17,14.39,16.47,0.0,75.26,56.85,2.27,39.21,99.29,8.88,medium
Namibia,Southern Africa,2004,2.87,13.04,9.75,7.3,25.67,50.83,2.97,9.52,14.2,19.94,low
Egypt,North Africa,2012,2.42,3.76,14.13,6.03,61.44,73.48,3.74,22.86,39.35,1.15,medium
Eswatini,Southern Africa,2006,-0.96,15.13,7.66,4.38,61.28,63.25,2.44,36.03,56.78,6.25,low
Mauritania,West Africa,2004,9.76,16.73,12.39,3.92,97.25,72.83,2.36,6.59,85.91,12.04,medium
Cameroon,Central Africa,2023,6.98,7.56,23.53,6.95,35.29,71.11,1.87,8.63,39.24,0.8,medium
Gabon,Central Africa,2004,6.81,3.69,9.91,6.53,52.37,57.33,0.14,19.72,66.82,0.18,medium
Equatorial Guinea,Central Africa,2002,7.4,5.34,14.31,6.4,41.43,38.74,2.57,20.19,50.0,0.97,high
Egypt,North Africa,2016,6.23,2.14,2.61,4.64,39.31,37.18,1.79,1.27,107.14,10.21,medium
Kenya,East Africa,2020,3.77,12.61,21.12,2.63,82.55,99.0,1.42,2.92,57.89,10.31,low
Liberia,West Africa,2003,4.01,4.46,9.14,5.42,60.53,91.61,2.92,44.07,62.11,17.92,high
Namibia,Southern Africa,2016,3.22,10.35,18.3,5.54,48.89,89.12,1.05,3.26,56.69,2.22,low
Ethiopia,East Africa,2012,12.4,10.28,11.26,3.02,49.64,52.86,3.31,9.48,46.71,3.39,medium
Liberia,West Africa,2019,6.17,0.42,15.67,2.62,48.74,65.17,2.98,24.72,74.0,3.02,medium
Uganda,East Africa,2003,3.11,13.95,16.03,6.33,50.52,50.32,2.1,14.58,31.82,1.62,low
Congo,Central Africa,2023,5.9,1.36,9.29,7.66,34.71,41.38,2.44,10.49,14.96,13.6,medium
Libya,North Africa,2014,1.47,2.25,18.55,1.63,54.83,54.4,1.31,6.45,52.0,8.57,low
Tanzania,East Africa,2020,9.01,5.69,7.45,2.84,52.82,88.87,3.25,24.98,71.31,6.66,high
Mauritania,West Africa,2008,2.52,5.98,16.67,4.38,44.84,80.13,2.69,51.74,43.38,3.5,medium
Djibouti,East Africa,2022,6.0,3.35,9.66,4.72,63.1,47.54,2.76,0.6,58.73,2.64,medium
Eswatini,Southern Africa,2015,7.7,3.32,14.1,2.19,64.8,59.33,3.0,17.43,30.59,1.11,medium
Ethiopia,East Africa,2003,5.65,9.67,9.23,8.21,48.87,78.48,1.86,52.07,76.25,3.1,high
Côte d'Ivoire,West Africa,2022,4.78,5.2,12.3,4.56,57.12,54.72,0.98,33.69,68.04,25.22,medium
Côte d'Ivoire,West Africa,2019,4.53,8.47,5.55,4.83,103.17,66.43,3.46,18.38,55.39,1.49,medium
Zimbabwe,Southern Africa,2007,4.33,14.64,13.49,7.9,102.41,72.23,3.19,12.03,58.37,0.69,medium
Algeria,North Africa,2013,2.77,4.25,12.27,2.38,38.92,72.04,1.96,24.88,27.13,0.39,medium
Mauritius,East Africa,2009,3.15,4.56,8.76,3.28,41.71,69.57,2.91,4.44,28.02,2.19,medium
Gabon,Central Africa,2013,8.94,3.38,11.67,0.37,38.81,53.23,3.76,31.57,52.56,22.82,high
Guinea-Bissau,West Africa,2023,4.17,2.44,12.8,3.07,81.14,55.08,3.64,41.71,65.27,1.09,medium
Morocco,North Africa,2021,2.14,13.01,8.3,0.0,52.03,44.59,1.94,48.36,66.29,0.21,low
Nigeria,West Africa,2005,2.95,0.96,11.23,5.37,64.79,36.9,1.01,12.18,47.74,7.54,low
Comoros,East Africa,2023,7.8,8.82,5.97,4.55,99.94,62.93,1.18,44.24,69.91,1.06,high
Cameroon,Central Africa,2010,6.53,3.73,26.07,2.81,59.79,79.69,2.19,46.35,83.42,6.14,medium
Congo,Central Africa,2016,6.18,4.17,18.35,3.25,74.12,40.15,3.96,30.73,53.23,2.14,medium
Comoros,East Africa,2018,3.73,18.96,13.64,5.4,70.41,69.91,1.77,15.7,61.19,1.24,low
Ethiopia,East Africa,2011,6.22,3.11,19.03,0.66,48.24,79.12,1.9,24.35,50.84,6.15,medium
Nigeria,West Africa,2010,2.57,3.59,1.0,4.01,81.18,31.94,1.88,9.59,52.47,1.29,low
Nigeria,West Africa,2010,3.72,1.89,1.0,5.25,43.01,60.13,1.97,22.27,58.39,2.17,high
Algeria,North Africa,2020,7.41,3.98,9.6,0.0,86.8,94.63,2.49,7.53,89.07,11.79,medium
Egypt,North Africa,2009,7.12,1.59,3.73,5.21,48.25,74.93,1.22,22.95,73.31,9.3,high
Guinea-Bissau,West Africa,2006,1.55,5.92,10.58,0.0,50.44,31.33,3.58,13.32,71.5,0.12,low
Sierra Leone,West Africa,2008,1.93,2.96,13.23,3.21,38.23,76.85,2.36,15.65,45.93,0.17,low
Namibia,Southern Africa,2004,4.83,4.16,17.52,0.59,41.51,51.54,4.98,20.43,37.04,1.04,medium
Guinea-Bissau,West Africa,2009,9.68,17.34,5.17,7.08,51.46,77.44,1.33,20.93,62.79,13.54,high
Seychelles,East Africa,2002,-1.25,30.69,14.4,0.61,11.37,52.58,4.09,22.5,79.87,7.23,low
Mozambique,Southern Africa,2002,5.33,1.38,12.09,0.0,55.33,64.05,3.89,17.19,89.47,1.69,medium
Cameroon,Central Africa,2017,0.37,14.39,14.09,3.83,49.84,55.32,2.09,2.83,10.0,2.85,low
Mauritius,East Africa,2001,2.6,0.26,8.88,2.47,75.8,65.06,2.1,21.51,103.93,6.38,medium
Côte d'Ivoire,West Africa,2013,3.41,5.58,20.3,0.0,68.46,54.79,1.58,7.98,63.34,6.11,low
Egypt,North Africa,2018,3.24,21.59,11.38,4.81,45.85,60.98,1.59,26.8,73.18,0.68,low
Liberia,West Africa,2017,2.9,5.98,22.65,0.0,50.83,43.84,2.5,18.68,20.2,3.4,low
Guinea-Bissau,West Africa,2010,4.52,18.07,7.26,0.91,55.31,73.83,2.52,39.13,50.26,2.7,medium
Seychelles,East Africa,2004,2.89,9.06,16.46,2.06,89.72,68.16,0.9,24.28,71.46,5.13,low
Cabo Verde,West Africa,2022,0.11,4.44,11.64,5.51,43.55,35.9,4.79,39.19,31.51,2.3,medium
Uganda,East Africa,2020,6.84,6.25,10.03,6.74,45.6,82.87,2.24,20.49,10.0,3.39,high
Gabon,Central Africa,2014,6.76,6.05,15.79,6.26,37.43,61.83,2.57,8.1,61.71,12.45,medium
Mauritius,East Africa,2002,7.03,9.38,10.2,3.12,30.36,67.91,1.87,27.81,54.0,3.11,medium
Mauritania,West Africa,2000,-0.12,3.86,1.0,0.0,66.14,78.76,2.23,45.64,83.83,7.89,medium
Guinea-Bissau,West Africa,2007,5.4,4.24,1.0,4.48,64.06,70.91,2.14,43.91,51.8,6.87,high
Equatorial Guinea,Central Africa,2003,6.53,28.44,19.63,7.18,85.66,85.97,2.5,41.22,53.27,0.26,low
Zimbabwe,Southern Africa,2020,1.41,2.17,19.38,6.58,80.83,59.72,2.49,41.35,68.95,7.8,medium
Egypt,North Africa,2004,4.53,2.53,23.32,4.66,107.94,83.62,3.3,7.28,75.67,7.25,low
Zimbabwe,Southern Africa,2006,4.15,3.86,11.89,0.53,58.52,67.21,2.73,1.15,40.83,5.94,low
Ghana,West Africa,2023,10.03,4.33,4.24,2.19,54.79,74.14,3.2,45.81,73.89,12.58,high
Kenya,East Africa,2019,10.27,1.74,9.48,8.33,34.0,72.27,2.49,7.93,44.57,10.46,high
Uganda,East Africa,2005,-0.49,2.08,12.07,0.0,73.93,87.33,2.73,36.15,55.33,7.92,medium
Mauritania,West Africa,2009,11.98,0.41,5.96,0.63,62.37,77.99,2.26,7.94,68.42,8.36,high
Benin,West Africa,2012,1.75,1.89,21.89,5.86,73.03,57.03,3.5,7.65,71.9,0.53,low
Burundi,East Africa,2015,7.44,7.62,25.44,2.42,37.22,53.46,2.82,9.0,61.37,19.17,low
Botswana,Southern Africa,2022,7.41,4.08,14.87,0.55,67.03,64.1,2.34,5.86,33.39,3.34,low
Tunisia,North Africa,2020,1.51,1.19,11.93,7.32,64.1,51.32,2.31,39.75,17.59,21.12,medium
Libya,North Africa,2023,5.98,0.14,4.23,4.65,62.78,46.06,2.39,33.51,51.24,26.85,high
Tanzania,East Africa,2000,4.18,2.6,21.28,2.55,46.33,26.7,2.53,29.56,74.43,0.24,low
Mauritius,East Africa,2005,6.16,0.93,12.46,0.64,83.79,37.11,2.44,7.2,63.99,0.38,medium
Zimbabwe,Southern Africa,2013,5.19,0.12,10.27,8.62,101.01,99.0,1.94,16.66,59.84,5.81,high
Algeria,North Africa,2001,8.09,9.39,14.89,3.44,37.79,53.18,3.26,20.53,54.86,6.4,medium
Guinea-Bissau,West Africa,2008,4.73,8.55,8.49,6.99,74.41,99.0,3.33,7.6,61.18,9.97,medium
Gambia,West Africa,2003,4.0,1.81,12.88,5.73,10.0,72.26,4.28,22.08,35.12,10.89,medium
Egypt,North Africa,2022,7.79,1.32,3.35,2.2,73.37,64.1,1.9,19.78,70.6,5.75,high
Morocco,North Africa,2001,6.24,7.38,18.52,2.22,22.6,37.99,3.17,14.43,71.93,1.79,medium
Nigeria,West Africa,2003,6.7,3.74,11.37,7.12,49.5,65.08,0.59,18.5,47.89,0.28,medium
Madagascar,Southern Africa,2004,2.51,3.83,18.95,7.16,33.74,99.0,3.33,3.42,63.74,1.13,low
Tanzania,East Africa,2003,1.36,3.72,10.79,0.0,55.69,93.04,1.04,30.51,20.67,7.95,low
Eritrea,East Africa,2013,2.8,8.26,11.18,4.87,76.78,69.94,1.52,36.32,58.6,12.81,medium
Burundi,East Africa,2008,2.64,23.54,4.73,3.2,22.85,44.32,2.83,18.4,52.34,3.66,low
Namibia,Southern Africa,2021,6.86,5.11,16.56,0.92,52.81,47.77,1.88,8.8,80.18,1.73,low
Botswana,Southern Africa,2006,7.43,23.81,6.74,4.15,49.73,49.65,1.74,30.89,51.03,0.19,medium
Sierra Leone,West Africa,2012,4.03,1.34,9.08,0.13,91.62,88.01,2.02,2.19,72.37,2.68,low
Benin,West Africa,2015,8.79,6.35,12.01,2.33,68.64,94.37,3.23,18.8,47.18,8.7,medium
Egypt,North Africa,2015,8.61,0.6,12.73,1.5,36.46,68.53,1.57,6.94,10.0,0.21,high
DRC,Central Africa,2019,5.23,6.17,1.76,2.25,50.57,59.54,2.45,4.8,50.49,5.29,medium
Sierra Leone,West Africa,2004,2.03,9.65,10.62,3.32,91.12,92.88,2.12,18.58,58.94,0.69,low
Nigeria,West Africa,2012,9.23,1.44,16.77,0.96,74.29,47.39,3.32,40.23,58.02,2.8,high
Egypt,North Africa,2019,4.32,2.01,9.73,7.43,41.64,65.93,3.35,19.67,58.32,1.82,high
Ghana,West Africa,2020,4.88,8.7,10.65,4.73,54.66,73.33,0.66,13.66,44.87,1.03,medium
Djibouti,East Africa,2014,3.48,2.52,12.97,7.99,55.3,49.47,3.55,6.05,48.53,2.13,medium
Zimbabwe,Southern Africa,2015,1.83,0.15,11.24,3.1,49.24,53.55,1.89,41.69,32.47,3.85,medium
Eritrea,East Africa,2020,0.09,8.63,5.82,2.13,25.8,52.15,2.74,3.53,15.07,0.41,low
Zambia,Southern Africa,2014,6.4,8.23,11.78,7.9,46.45,90.5,1.56,43.51,52.87,1.12,high
Sudan,North Africa,2022,2.15,1.96,17.96,2.05,87.78,99.0,2.87,12.64,40.1,1.41,low
Mali,West Africa,2003,13.68,18.68,5.69,3.05,52.38,67.07,5.05,27.12,76.6,0.18,high
Tanzania,East Africa,2008,1.24,2.24,9.75,5.3,57.93,60.17,2.63,15.55,11.36,1.53,medium
Gabon,Central Africa,2002,0.73,0.85,3.71,0.41,62.81,54.2,2.04,22.7,60.82,1.79,low
Morocco,North Africa,2002,6.03,3.49,17.65,5.28,104.36,65.03,2.27,29.33,97.43,2.01,medium
Mali,West Africa,2011,9.09,0.26,11.45,4.96,60.18,55.1,1.03,24.29,51.34,0.01,high
Namibia,Southern Africa,2005,4.69,4.14,6.9,6.67,81.88,63.25,3.95,21.06,54.95,4.07,high
Togo,West Africa,2009,6.22,6.62,12.55,5.73,48.04,72.44,2.81,5.67,63.53,4.58,medium
Zimbabwe,Southern Africa,2010,-1.03,22.43,4.78,6.75,54.81,57.7,1.45,47.65,65.09,4.93,low
Tunisia,North Africa,2014,2.47,17.64,5.8,3.22,60.25,61.59,1.48,25.51,46.83,1.87,low
Lesotho,Southern Africa,2022,1.28,5.9,3.24,1.34,44.52,61.66,2.52,49.14,34.83,4.11,medium
Côte d'Ivoire,West Africa,2020,-1.19,0.41,5.6,8.77,55.93,59.28,3.43,5.22,68.05,3.67,medium
Libya,North Africa,2009,4.85,5.3,20.14,0.0,77.76,57.05,1.35,8.42,16.84,0.8,low
Eswatini,Southern Africa,2007,-2.23,8.26,7.6,0.0,43.99,78.72,3.61,4.83,71.64,2.13,low
South Africa,Southern Africa,2018,0.53,13.08,14.8,4.91,60.0,33.13,2.41,29.39,47.16,3.29,low
Zimbabwe,Southern Africa,2002,2.89,17.16,6.98,7.56,74.17,93.34,1.57,50.19,55.06,2.5,medium
Algeria,North Africa,2012,2.01,3.75,16.56,3.97,43.51,67.44,2.03,31.88,44.49,2.97,low
Côte d'Ivoire,West Africa,2010,5.69,0.53,5.84,6.0,81.91,75.98,4.25,33.66,83.62,2.91,high
Sao Tome and Principe,Central Africa,2004,5.42,12.6,12.24,0.0,61.46,78.05,1.11,10.78,59.98,2.21,low
Tunisia,North Africa,2014,7.18,1.28,12.32,2.25,56.7,52.25,1.77,27.25,48.57,7.18,medium
Angola,Southern Africa,2007,6.76,7.27,25.97,0.0,19.84,48.54,3.45,16.69,48.0,5.01,low
Zambia,Southern Africa,2004,7.92,2.0,15.78,5.45,52.53,46.42,2.72,22.41,52.04,0.34,high
South Africa,Southern Africa,2015,4.49,1.87,8.44,0.0,67.43,60.55,1.71,11.1,102.94,2.37,low
Burundi,East Africa,2004,5.41,16.79,16.11,0.31,94.91,77.59,3.46,9.08,28.66,3.13,low
Mauritania,West Africa,2016,6.03,5.78,24.83,4.79,71.36,54.49,3.51,14.81,76.66,16.48,medium
Côte d'Ivoire,West Africa,2003,4.92,12.95,2.22,6.15,82.52,75.94,2.83,24.61,66.36,3.89,medium
Congo,Central Africa,2010,3.31,2.94,6.95,3.1,35.82,22.38,1.89,45.9,85.8,3.14,medium
Zimbabwe,Southern Africa,2019,3.5,4.57,10.58,4.93,57.46,58.06,2.04,2.21,67.58,9.39,medium
Sao Tome and Principe,Central Africa,2005,2.05,5.46,9.5,4.84,84.41,86.01,2.78,12.26,55.07,3.64,medium
Algeria,North Africa,2018,5.76,12.35,10.0,2.96,42.25,61.92,1.19,40.9,75.4,9.42,medium
Algeria,North Africa,2017,4.22,4.28,4.17,0.76,79.3,50.08,3.83,8.92,59.6,4.71,low
Rwanda,East Africa,2021,2.51,5.51,20.42,4.91,74.67,53.18,4.2,36.22,70.1,2.97,low
Benin,West Africa,2004,2.51,5.34,3.46,5.03,65.49,20.0,2.26,41.86,83.56,18.69,medium
Mauritania,West Africa,2017,0.87,6.29,10.8,5.74,53.43,46.79,2.86,13.83,56.85,5.59,low
Zambia,Southern Africa,2022,7.44,0.73,18.27,4.28,40.27,84.03,3.69,41.66,46.51,5.46,high
Comoros,East Africa,2018,4.74,2.99,11.82,0.58,95.51,54.51,4.46,18.42,42.12,0.34,low
Rwanda,East Africa,2004,1.91,0.29,6.12,5.23,72.64,56.64,4.06,22.36,64.01,0.44,medium
Uganda,East Africa,2019,6.93,0.24,3.91,3.5,66.81,23.03,0.76,21.4,37.44,22.11,high
Kenya,East Africa,2002,2.82,22.81,10.62,2.29,51.74,35.64,2.18,32.03,48.0,2.69,low
Seychelles,East Africa,2014,0.28,0.59,7.46,2.76,60.76,86.42,3.0,27.35,35.65,0.67,low
Uganda,East Africa,2011,7.56,7.11,13.23,1.77,63.29,76.11,2.01,30.07,65.17,1.0,medium
Sao Tome and Principe,Central Africa,2012,2.89,3.01,3.59,5.72,68.0,41.65,4.28,34.41,39.96,0.45,medium
Madagascar,Southern Africa,2012,3.27,1.68,16.88,0.0,74.69,53.65,4.13,33.55,29.27,12.4,medium
Tanzania,East Africa,2000,4.62,10.55,12.69,1.02,44.35,64.47,1.68,43.84,32.78,2.77,medium
Angola,Southern Africa,2012,7.93,1.25,13.14,2.68,30.67,43.47,2.34,15.77,43.58,0.68,medium
Sierra Leone,West Africa,2022,4.56,13.27,20.65,7.53,61.69,28.93,1.75,11.38,45.39,1.5,low
Senegal,West Africa,2010,0.9,3.05,9.37,6.14,25.06,62.13,2.3,9.48,60.03,2.24,low
Lesotho,Southern Africa,2006,6.13,0.39,7.65,0.0,53.53,75.31,2.27,24.97,51.77,6.2,medium
Sierra Leone,West Africa,2023,3.05,2.53,8.71,6.88,49.82,75.65,3.45,15.68,62.41,5.09,medium
Zambia,Southern Africa,2002,10.16,6.81,10.84,6.87,69.83,80.75,1.61,19.77,64.01,10.01,high
Libya,North Africa,2011,4.5,2.82,11.45,0.56,99.65,37.04,0.0,23.61,69.81,0.66,medium
Seychelles,East Africa,2012,-2.21,1.26,7.02,0.0,21.11,66.04,0.9,30.65,16.84,8.29,low
Zambia,Southern Africa,2011,5.57,2.66,1.0,3.32,105.48,60.17,1.47,18.9,32.46,3.65,medium
Algeria,North Africa,2022,10.33,1.17,8.63,6.31,55.34,63.43,1.84,21.92,66.1,1.79,high
Zambia,Southern Africa,2010,9.23,13.28,14.16,7.48,66.96,61.19,2.69,19.26,59.23,1.28,medium
Mauritius,East Africa,2023,9.99,4.65,12.82,1.32,31.7,53.11,1.42,2.72,74.54,0.21,medium
Ghana,West Africa,2001,1.44,5.75,19.2,7.88,79.94,20.0,1.29,17.39,24.12,2.76,low
Sao Tome and Principe,Central Africa,2017,7.24,19.76,23.73,0.0,60.83,85.91,1.57,40.13,45.5,1.31,low
Togo,West Africa,2014,2.33,1.63,16.56,2.58,58.77,70.94,1.38,3.83,49.07,2.68,low
Sierra Leone,West Africa,2005,5.17,1.22,20.3,2.46,21.25,38.28,1.95,14.0,58.33,0.17,low
Angola,Southern Africa,2005,0.68,1.64,16.6,6.38,61.48,73.52,1.9,49.12,55.72,4.86,medium
Cabo Verde,West Africa,2017,2.57,17.86,22.26,6.75,76.92,56.95,3.19,20.74,64.38,1.2,low
Ethiopia,East Africa,2015,2.47,10.51,23.11,5.89,55.27,57.46,1.51,31.95,52.71,0.97,low
Cameroon,Central Africa,2014,7.2,22.46,17.71,0.12,83.48,51.17,2.14,5.38,82.45,2.78,low
Zambia,Southern Africa,2001,6.9,0.73,16.24,5.66,82.66,74.66,1.95,32.27,88.82,18.2,high
Rwanda,East Africa,2014,5.33,1.94,10.77,4.77,47.18,50.6,3.31,7.87,32.64,0.51,medium
Rwanda,East Africa,2023,0.45,1.2,11.75,0.0,91.9,45.26,2.35,44.17,55.9,3.6,low
